OID_,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE
216,6,7,20.419314330301845,6,-123.781658761999950,39.512438617000043,-123.781527402999984,39.512591824000026,33.588956801580814
217,6,8,26.667406746715226,7,-123.781658761999950,39.512438617000043,-123.781548472999987,39.512663104000069,20.834089230237918
218,6,42,27.647649677502425,8,-123.781658761999950,39.512438617000043,-123.781979398999965,39.512456761000067,-85.821552630958294
219,6,16,30.591238021164386,9,-123.781658761999950,39.512438617000043,-123.781372005999970,39.512601662000066,53.719193733010094
220,6,15,33.119872112681144,10,-123.781658761999950,39.512438617000043,-123.781379832999960,39.512644310000042,46.407049150368479
221,6,41,33.200695057610332,11,-123.781658761999950,39.512438617000043,-123.781987586999946,39.512595303000069,-58.401089425583599
222,6,9,35.056846586170245,12,-123.781658761999950,39.512438617000043,-123.781431388999977,39.512700693000056,33.901544843476621
223,6,18,37.374312104258046,13,-123.781658761999950,39.512438617000043,-123.781350501999952,39.512201327000071,134.821443577086683
224,6,10,41.739824057277993,14,-123.781658761999950,39.512438617000043,-123.781429749999973,39.512770085000056,28.153772418201658
225,6,17,48.647022425945892,15,-123.781658761999950,39.512438617000043,-123.781138794999947,39.512611166000056,66.808547745631856
226,6,11,49.529120007261220,16,-123.781658761999950,39.512438617000043,-123.781370667999965,39.512824900000055,30.014474485493565
227,6,13,49.912936495391307,17,-123.781658761999950,39.512438617000043,-123.781256368999948,39.512762592000058,43.892266818278088
228,6,14,50.351746332667801,18,-123.781658761999950,39.512438617000043,-123.781172821999974,39.512691600000039,56.094267758128183
229,6,12,52.206513348574880,19,-123.781658761999950,39.512438617000043,-123.781308273999969,39.512822553000035,35.263968434237789
230,6,19,60.910901670120914,20,-123.781658761999950,39.512438617000043,-123.781141536999939,39.512813424000058,46.907266893625668
231,6,34,66.013739608761554,21,-123.781658761999950,39.512438617000043,-123.781512799999973,39.513022352000064,10.961392233531216
